germline	S9822	14.0
S9822	S17479	7.0
S17479	S3643	11.0
S17479	S20109	13.0
S20109	S3538	3.0
S3538	S31877	3.0
S31877	S1703	2.0
S31877	S11458	2.0
S31877	S23786	2.0
S31877	S11364	3.0
S31877	S1076	3.0
S31877	S14403	3.0
S31877	S2614	3.0
S31877	S11724	3.0
S31877	S24136	3.0
S11724	S3204	3.0
S1703	S14315	3.0
S31877	S93	4.0
S93	S17663	2.0
S93	S790	4.0
S93	S9028	4.0
S31877	S1326	4.0
S1326	S12015	4.0
S1703	S2986	4.0
S31877	S7529	4.0
S3538	S12208	4.0
S31877	S8701	4.0
S31877	S1359	4.0
S3538	S6023	4.0
S31877	S36376	4.0
S31877	S10563	4.0
S31877	S18268	4.0
S31877	S8469	4.0
S31877	S24541	4.0
S31877	S1377	4.0
S31877	S35169	4.0
S31877	S23871	4.0
S790	S4319	4.0
S8701	S5484	4.0
S20109	S2284	4.0
S1076	S25783	4.0
S93	S4149	5.0
S93	S18249	5.0
S1326	S970	5.0
S31877	S65	5.0
S31877	S2025	5.0
S31877	S905	5.0
S31877	S22368	5.0
S22368	S35411	4.0
S31877	S16149	5.0
S31877	S19243	5.0
S31877	S6037	5.0
S3538	S6797	5.0
S31877	S35789	5.0
S31877	S63578	5.0
S31877	S104338	5.0
S31877	S36879	5.0
S35411	S7439	5.0
S11724	S15452	5.0
S15452	S11571	4.0
S11724	S16645	5.0
S1076	S15356	5.0
S20109	S8274	5.0
S93	S19100	6.0
S31877	S2324	6.0
S2324	S34318	5.0
S31877	S2122	6.0
S8701	S7428	6.0
S31877	S8618	6.0
S7529	S34716	6.0
S7529	S4599	6.0
S3538	S12716	6.0
S31877	S28801	6.0
S31877	S22881	6.0
S31877	S7375	6.0
S7375	S71611	5.0
S3538	S38396	6.0
S31877	S4376	6.0
S1703	S2260	6.0
S2260	S26586	4.0
S2260	S10854	6.0
S31877	S6122	6.0
S31877	S41404	6.0
S22368	S2126	6.0
S14403	S30854	6.0
S6037	S815	6.0
S24136	S1049	6.0
S34716	S7417	6.0
S11724	S8710	6.0
S1703	S175	6.0
S1326	S4283	7.0
S1326	S18184	7.0
S1326	S32807	7.0
S970	S10751	7.0
S10751	S11403	6.0
S970	S8842	7.0
S970	S6678	7.0
S31877	S5705	7.0
S7529	S9744	7.0
S22368	S5245	7.0
S5245	S15405	5.0
S31877	S15606	7.0
S31877	S6024	7.0
S31877	S6659	7.0
S2122	S3470	7.0
S31877	S7251	7.0
S3538	S14062	7.0
S31877	S14123	7.0
S31877	S6409	7.0
S3538	S21568	7.0
S31877	S11648	7.0
S31877	S36299	7.0
S1049	S23610	7.0
S970	S6520	8.0
S31877	S27966	8.0
S31877	S18372	8.0
S31877	S35090	8.0
S31877	S17171	8.0
S3538	S5639	8.0
S31877	S15406	8.0
S12208	S3525	8.0
S22368	S8364	8.0
S2614	S15506	8.0
S4319	S447	8.0
S14403	S14619	8.0
S20109	S28974	8.0
S1703	S12569	8.0
S3204	S18316	8.0
S18316	S14496	7.0
S22881	S17759	8.0
S6023	S37209	8.0
S14315	S13069	8.0
S1326	S8155	9.0
S1326	S8292	9.0
S1326	S35853	9.0
S35853	S15539	5.0
S970	S21058	9.0
S31877	S6901	9.0
S2122	S3205	9.0
S31877	S81890	9.0
S81890	S15011	6.0
S14403	S38327	9.0
S6037	S36655	9.0
S20109	S257	9.0
S19243	S17757	9.0
S11724	S6262	9.0
S7529	S40621	10.0
S31877	S4610	10.0
S31877	S5527	10.0
S31877	S36474	10.0
S31877	S6924	10.0
S2614	S11739	10.0
S1359	S5524	10.0
S14062	S17903	10.0
S1703	S41747	10.0
S970	S2495	11.0
S7529	S11510	11.0
S31877	S5900	11.0
S31877	S12296	11.0
S31877	S14413	11.0
S6037	S1204	11.0
S5639	S5389	11.0
S6122	S39287	11.0
S970	S7057	12.0
S3538	S13105	12.0
S14403	S13457	12.0
S1703	S884	12.0
S35853	S942	12.0
S93	S7695	13.0
S1326	S9464	13.0
S175	S23220	13.0
S35853	S17766	13.0
S3538	S3989	14.0
S31877	S1410	14.0
S9822	S1798	15.0
S7529	S12583	15.0
S970	S3	16.0
S1326	S19307	17.0
S65	S2413	17.0
S1703	S383	17.0
S14403	S994	17.0
S31877	S24970	17.0
S9822	S265	18.0
S19243	S12859	18.0
S3538	S6645	22.0
S970	S1954	23.0
S14403	S328	23.0
S35853	S3746	26.0
S1326	S31036	28.0
S31036	S49219	28.0
S49219	S1766	4.0
S6037	S31771	28.0
S7529	S4621	30.0
S4621	S546	34.0
S31877	S3879	44.0
S11724	S20604	54.0
S20604	S13014	3.0
S546	S29898	96.0
