germline	S59963	12.0
S59963	S49866	8.0
S59963	S19	16.0
S19	S11	1.0
S11	S518	1.0
S11	S159	1.0
S11	S2882	1.0
S11	S441	1.0
S11	S431	1.0
S11	S460	1.0
S11	S2979	1.0
S11	S1104	1.0
S11	S6214	1.0
S11	S1351	1.0
S11	S4830	1.0
S11	S22920	1.0
S11	S5628	1.0
S11	S138	1.0
S11	S10554	1.0
S11	S14151	1.0
S11	S11821	1.0
S11	S2858	1.0
S11	S4353	1.0
S11	S761	1.0
S11	S14106	1.0
S11	S2562	1.0
S11	S2885	1.0
S11	S10899	1.0
S11	S26955	1.0
S11	S6405	1.0
S11	S12318	1.0
S11	S5012	1.0
S11	S18742	1.0
S11	S21176	1.0
S11	S6481	1.0
S11	S6950	1.0
S11	S72622	1.0
S11	S4665	1.0
S11	S430	1.0
S11	S13203	1.0
S11	S68950	1.0
S11	S11888	1.0
S11	S20709	1.0
S518	S35628	1.0
S518	S64291	1.0
S159	S59619	1.0
S159	S11723	1.0
S159	S2707	1.0
S431	S69482	1.0
S460	S6071	1.0
S460	S13443	1.0
S10554	S2512	1.0
S11	S631	2.0
S11	S5148	2.0
S11	S299	2.0
S11	S5061	2.0
S11	S2877	2.0
S11	S10559	2.0
S11	S1033	2.0
S11	S2870	2.0
S11	S6644	2.0
S11	S11358	2.0
S11	S8882	2.0
S11	S7434	2.0
S11	S3849	2.0
S11	S498	2.0
S11	S3599	2.0
S11	S779	2.0
S11	S445	2.0
S11	S4149	2.0
S11	S11815	2.0
S11	S4187	2.0
S11	S4690	2.0
S11	S14924	2.0
S11	S2320	2.0
S11	S21319	2.0
S11	S20307	2.0
S11	S6327	2.0
S11	S91919	2.0
S11	S60344	2.0
S11	S18574	2.0
S11	S10387	2.0
S11	S67985	2.0
S11	S51247	2.0
S11	S77494	2.0
S11	S47682	2.0
S11	S1822	2.0
S518	S6681	2.0
S518	S63278	2.0
S19	S2976	2.0
S19	S121225	2.0
S159	S67973	2.0
S460	S12176	2.0
S10554	S34095	2.0
S14151	S48293	2.0
S14106	S38353	2.0
S6405	S28372	2.0
S5012	S28590	2.0
S11	S1282	3.0
S11	S257	3.0
S11	S5442	3.0
S11	S8928	3.0
S11	S2697	3.0
S11	S7612	3.0
S11	S29137	3.0
S11	S27731	3.0
S11	S10203	3.0
S11	S8123	3.0
S11	S115154	3.0
S11	S67523	3.0
S11	S77162	3.0
S11	S90442	3.0
S11	S13844	3.0
S11	S98024	3.0
S11	S45882	3.0
S11	S40752	3.0
S11	S46516	3.0
S11	S41035	3.0
S11	S20184	3.0
S11	S18134	3.0
S11	S34301	3.0
S518	S49819	3.0
S460	S35715	3.0
S460	S25171	3.0
S2979	S71895	3.0
S14151	S28328	3.0
S11	S37	4.0
S11	S16283	4.0
S11	S7979	4.0
S11	S5373	4.0
S11	S506	4.0
S11	S3344	4.0
S11	S18469	4.0
S11	S25393	4.0
S11	S36337	4.0
S11	S38264	4.0
S11	S52108	4.0
S11	S22097	4.0
S11	S9138	4.0
S518	S62692	4.0
S2979	S24015	4.0
S14151	S3755	4.0
S10899	S19103	4.0
S11	S282	5.0
S11	S3623	5.0
S11	S523	5.0
S11	S1711	5.0
S11	S56308	5.0
S11	S30209	5.0
S11	S47786	5.0
S11	S56421	5.0
S11	S3772	5.0
S11	S3366	5.0
S159	S3693	5.0
S10554	S59883	5.0
S13203	S34274	5.0
S11	S8357	6.0
S11	S48995	6.0
S11	S55260	6.0
S11	S6510	6.0
S11	S23813	6.0
S518	S34075	6.0
S6214	S35318	6.0
S10554	S52283	6.0
S10554	S3688	6.0
S11821	S931	6.0
S6405	S16359	6.0
S11	S19763	7.0
S11	S12079	7.0
S11	S19679	7.0
S11	S24193	7.0
S14151	S12103	7.0
S11	S1667	8.0
S11	S16116	8.0
S11	S101789	8.0
S4830	S62569	8.0
S11	S9505	9.0
S11	S18156	9.0
S11	S29968	9.0
S2885	S49283	10.0
S21176	S10479	10.0
S11	S1235	11.0
S11	S3816	11.0
S11	S47230	11.0
S460	S146964	11.0
S14106	S30734	11.0
S10554	S37113	12.0
S14151	S1826	12.0
S11821	S89837	12.0
S11	S29767	13.0
S11	S11250	14.0
S14106	S25207	14.0
S6214	S157264	15.0
S14151	S160999	16.0
S20709	S31634	16.0
S8123	S8305	17.0
S11	S54906	18.0
S8123	S53872	19.0
S8882	S9147	21.0
S11	S12526	24.0
