germline	S7	28.0
S7	S851	1.0
S7	S6430	1.0
S7	S10031	1.0
S7	S1596	1.0
S7	S2620	1.0
S7	S1319	1.0
S7	S6222	1.0
S7	S12777	1.0
S7	S21561	1.0
S7	S14749	1.0
S7	S11766	1.0
S7	S22935	1.0
S7	S368	1.0
S7	S2977	1.0
S7	S27445	1.0
S7	S53574	1.0
S7	S4666	1.0
S7	S52970	1.0
S7	S23751	1.0
S7	S89341	1.0
S7	S113102	1.0
S851	S10652	1.0
S7	S4523	2.0
S7	S45	2.0
S7	S766	2.0
S7	S2541	2.0
S7	S1697	2.0
S7	S6726	2.0
S7	S27148	2.0
S7	S10852	2.0
S7	S2875	2.0
S7	S22772	2.0
S7	S66055	2.0
S7	S75395	2.0
S7	S91762	2.0
S7	S1114	3.0
S7	S108	3.0
S7	S237	3.0
S7	S20217	3.0
S7	S9986	3.0
S7	S27430	3.0
S7	S87778	3.0
S6222	S2039	3.0
S7	S8498	4.0
S7	S2708	4.0
S7	S3812	4.0
S7	S4065	4.0
S7	S64220	4.0
S7	S4398	4.0
S7	S19075	4.0
S7	S9013	4.0
S851	S90532	4.0
S6222	S196968	4.0
S7	S5889	5.0
S7	S151	5.0
S151	S81481	4.0
S7	S651	5.0
S7	S24431	5.0
S7	S105175	5.0
S851	S38605	5.0
S7	S12	6.0
S12	S1680	1.0
S12	S1534	1.0
S12	S1116	1.0
S12	S790	1.0
S12	S3259	1.0
S12	S944	1.0
S12	S2502	1.0
S12	S1479	1.0
S12	S1028	1.0
S12	S1550	1.0
S12	S8316	1.0
S12	S13849	1.0
S12	S29280	1.0
S12	S71055	1.0
S12	S79345	1.0
S1680	S5875	1.0
S1116	S19254	1.0
S790	S66331	1.0
S2502	S71242	1.0
S12	S10	2.0
S12	S250	2.0
S12	S10600	2.0
S12	S1419	2.0
S12	S17252	2.0
S12	S2533	2.0
S12	S2613	2.0
S12	S9577	2.0
S12	S23358	2.0
S12	S35734	2.0
S35734	S70547	1.0
S12	S10510	2.0
S12	S62355	2.0
S12	S24459	2.0
S12	S22993	2.0
S12	S26474	2.0
S12	S88751	2.0
S12	S15538	2.0
S12	S69524	2.0
S12	S35294	2.0
S1028	S134306	2.0
S66331	S35578	2.0
S12	S1031	3.0
S12	S57	3.0
S57	S14430	2.0
S12	S596	3.0
S12	S8341	3.0
S12	S10584	3.0
S12	S9430	3.0
S12	S4888	3.0
S12	S886	3.0
S12	S42767	3.0
S12	S1855	3.0
S12	S22730	3.0
S12	S29521	3.0
S12	S6893	3.0
S12	S46100	3.0
S12	S22443	3.0
S12	S55806	3.0
S12	S23419	3.0
S1028	S92513	3.0
S12	S1694	4.0
S12	S6402	4.0
S12	S5363	4.0
S12	S3597	4.0
S12	S6236	4.0
S12	S33792	4.0
S12	S67302	4.0
S12	S40824	4.0
S12	S17824	4.0
S12	S86325	4.0
S12	S40498	4.0
S57	S2615	4.0
S12	S21732	5.0
S12	S109964	5.0
S12	S22447	5.0
S1680	S53760	5.0
S8341	S4318	5.0
S35734	S480	5.0
S22993	S74913	5.0
S12	S663	6.0
S12	S12071	6.0
S12	S3896	6.0
S12	S17768	6.0
S7	S2343	6.0
S7	S17755	6.0
S7	S102	6.0
S7	S10779	6.0
S7	S2411	6.0
S1534	S53112	6.0
S53112	S17775	5.0
S2615	S5500	6.0
S12	S8138	7.0
S12	S73130	7.0
S12	S26239	7.0
S12	S44470	7.0
S12	S9805	7.0
S12	S83431	7.0
S7	S35853	7.0
S12	S618	8.0
S12	S130	8.0
S12	S12565	8.0
S12	S7713	8.0
S12	S51038	8.0
S12	S81086	8.0
S12	S13727	8.0
S1479	S12637	8.0
S12	S4049	9.0
S12	S97755	9.0
S12	S6524	10.0
S12	S79187	10.0
S7	S12367	10.0
S7	S7551	10.0
S8341	S15885	10.0
S15885	S54931	8.0
S8341	S34657	10.0
S7	S16542	11.0
S12	S21974	12.0
S7	S26650	12.0
S12	S44915	13.0
S12	S1714	14.0
S12	S36499	14.0
S7	S6147	14.0
S7	S8767	14.0
S22993	S23251	14.0
S12	S11259	15.0
S12	S38139	15.0
S22993	S53510	15.0
S12	S38696	16.0
S12	S232	18.0
S12	S9151	18.0
S851	S83178	18.0
S12	S11353	19.0
S7	S5539	20.0
S12	S123896	21.0
S12	S36623	29.0
S12	S514	32.0
S7	S9782	34.0
S12	S85552	36.0
