germline	S75978	16.0
S75978	S752	7.0
S752	S146348	1.0
S752	S50055	1.0
S752	S52431	1.0
S752	S67754	1.0
S752	S93620	1.0
S752	S149940	1.0
S752	S198173	1.0
S752	S29777	1.0
S752	S34454	1.0
S752	S58394	1.0
S752	S79529	1.0
S752	S81855	1.0
S752	S120966	1.0
S752	S155581	1.0
S752	S201621	1.0
S752	S202565	1.0
S50055	S246903	1.0
S752	S128265	2.0
S752	S25304	2.0
S752	S139731	2.0
S752	S76602	2.0
S752	S164811	2.0
S752	S205694	2.0
S752	S230855	2.0
S52431	S10845	2.0
S67754	S146344	2.0
S752	S7570	3.0
S752	S96168	3.0
S752	S180096	3.0
S752	S66800	3.0
S752	S83344	3.0
S752	S252118	3.0
S752	S172557	3.0
S752	S173499	4.0
S752	S41652	4.0
S752	S44705	4.0
S752	S8640	4.0
S752	S225112	4.0
S752	S253679	5.0
S752	S49290	5.0
S752	S51217	5.0
S752	S185418	5.0
S752	S552	5.0
S752	S76361	5.0
S752	S55563	5.0
S752	S207896	6.0
S752	S251613	6.0
S752	S200729	6.0
S752	S227843	6.0
S50055	S219693	6.0
S149940	S224746	6.0
S752	S44205	7.0
S752	S81926	7.0
S752	S117569	7.0
S752	S2968	8.0
S752	S77808	9.0
S752	S61524	9.0
S67754	S218704	10.0
S752	S77171	11.0
S77171	S151573	2.0
S67754	S8027	11.0
S752	S116353	12.0
S752	S30546	12.0
S752	S34930	13.0
S149940	S56624	13.0
S752	S139917	14.0
S752	S211027	14.0
S77171	S17149	17.0
S66800	S71691	22.0
S752	S118386	31.0
S41652	S266528	69.0
